a key factor to understand this new environment is the rise of china , offering the same conditions that made possible , 40 years ago , the <unk> miracle ( a quiet political and social environment , cheap and educated workers , absence of independent trade unions ) .	DT JJ NN TO VB DT JJ NN VBZ DT NN IN NNP , VBG DT JJ NNS WDT VBD JJ , CD NNS RB , DT NNP NNP ( DT JJ JJ CC JJ NN , JJ CC JJ NNS , NN IN JJ NN NNS ) .	sing	2	8	1	0
a key feature of this type of argument is that it merely answers outstanding questions with explanations ( often supernatural ) that are <unk> and ultimately themselves subject to <unk> questions .	DT JJ NN IN DT NN IN NN VBZ IN PRP RB VBZ JJ NNS IN NNS ( RB JJ ) WDT VBP JJ CC RB PRP JJ IN JJ NNS .	sing	2	8	2	0
a key focus area of the company at present is digital cinema deployment in <unk> .	DT JJ NN NN IN DT NN IN NN VBZ JJ NN NN IN NNP .	sing	3	9	2	0
a key point of debate throughout the series is the <unk> propensity towards violence .	DT JJ NN IN NN IN DT NN VBZ DT NNP NN NNS NN .	sing	2	8	2	0
a key property of a conservative vector field is that its integral along a path depends only on the endpoints of that path , not the particular route taken .	DT JJ NN IN DT JJ NN NN VBZ IN PRP$ NN IN DT NN VBZ RB IN DT NNS IN DT NN , RB DT JJ NN VBN .	sing	2	8	2	0
a key requirement for the service broker functionality is to be able to bridge between the existing legacy networks , and the <unk> networks .	DT JJ NN IN DT NNP NNP NN VBZ TO VB JJ TO VB IN DT VBG NN NNS , CC DT JJ NNS .	sing	2	8	3	0
a key technique for building effective modular architecture is scenario modeling where a set of sequence chart is constructed , each one focusing on a single <unk> execution scenario .	DT JJ NN IN VBG JJ JJ NN VBZ NNP NNP WRB DT NN IN NN NN VBZ VBN , DT CD VBG IN DT JJ JJ NN NN .	sing	2	8	1	0
a killing field , in military science , is an area in front of a defensive position that the enemy must cross during an assault and is specifically intended to allow the defending troops to <unk> a large number of the enemy .	DT VBG NN , IN JJ NN , VBZ DT NN IN NN IN DT JJ NN IN DT NN MD VB IN DT NN CC VBZ RB VBN TO VB DT NN VBZ TO VB DT JJ NN IN DT NN .	sing	2	8	1	0
a <unk> copy of the broadcast survives and is <unk> available for <unk> <unk> in black and white on <unk> .	DT NN NN IN DT NN NNS CC VBZ `` JJ IN NN '' IN NNP CC NNP IN NNP .	sing	2	8	1	1
a kitchen with this kind of stove is a <unk> <unk> , <unk> <unk> kitchen .	DT NN IN DT NN IN NN VBZ DT NN NN , `` NN NN .	sing	1	7	2	0
a known landmark at the center of town is the church of <unk> .	DT VBN NN IN DT NN IN NN VBZ DT NNP IN NNP .	sing	2	8	2	0
a lack of access to healthy food causes serious hardships to citizens of east <unk> , a neighborhood considered to be a food desert .	DT NN IN NN IN JJ NN VBZ JJ NNS IN NNS IN NNP NNP , DT NN VBN TO VB DT NN NN .	sing	1	7	2	0
a lack of calcium in the diet causes the body to leach calcium from the bones , with the hind legs first to show noticeable dysfunction .	DT NN IN NN IN DT NN VBZ DT NN TO VB NN IN DT NNS , IN DT NN VBZ RB TO VB JJ NN .	sing	1	7	2	0
a lack of even attempting to verify is clearly a wrong move and a wrong viewpoint .	DT NN IN RB VBG TO VB VBZ RB DT JJ NN CC DT JJ NN .	sing	1	7	0	0
a lack of sources in an article is not a valid reason to delete an article .	DT NN IN NNS IN DT NN VBZ RB DT JJ NN TO VB DT NN .	sing	1	7	1	1
<unk> 's declaration of his love , he turns to the camera and remarks <unk> i do n't know what to say .	NNP POS NN IN PRP$ NN , PRP VBZ IN DT NN CC VBZ `` PRP VBP RB VB WP TO VB .	sing	2	8	1	0
a lake <unk> tributary that flows through south buffalo is the buffalo river , for which the city is named .	DT NNP NNP NN WDT VBZ IN JJ NNP VBZ DT NNP NNP , IN WDT DT NN VBZ VBN .	sing	3	9	1	0
a lake in front of the palace adds to the beauty .	DT NN IN NN IN DT NN VBZ IN DT NN .	sing	1	7	2	0
a lantern on the left hand side of the train starts swinging back and forth , while a lantern on the right hand side goes out .	DT NN IN DT NN NN NN IN DT NN VBZ VBG RB CC RB , IN DT NN IN DT JJ NN NN VBZ RP .	sing	18	24	2	0
a large area of surrounding ancient oak woodland is a designated <unk> and has a particularly rich temperate maritime <unk> community .	DT JJ NN IN VBG JJ NN NN VBZ DT JJ NNP CC VBZ DT RB JJ VBP JJ NNP NN .	sing	2	8	2	0
a large body of evidence , however , shows that status quo bias frequently affects human decision-making .	DT JJ NN IN NN , RB , VBZ IN NN NN NN RB VBZ JJ NN .	sing	2	8	1	0
a large cloud of dust from the room fills the air and when it settles , the shoes come to life and the back wall disappears and shoe town appears .	DT JJ NN IN NN IN DT NN VBZ DT NN CC WRB PRP VBZ , DT NNS VB IN NN CC DT NN NN VBZ CC NNP NNP VBZ .	sing	2	8	2	0
a large distance education network , contact north , also operates from <unk> and thunder bay to provide educational services to small and remote northern <unk> communities .	DT JJ NN NN NN , NNP NNP , RB VBZ IN NNP CC NNP NNP TO VB JJ NNS IN JJ CC JJ NNP NNP NNS .	sing	4	10	2	0
a largely double track railroad with a railway electrification system is also a part of the corridor x .	DT RB JJ NN NN IN DT NN NN NN VBZ RB DT NN IN DT NNP NNP .	sing	4	10	3	0
a large majority of editing performed by you is solely for the removal of vandalism .	DT JJ NN IN VBG VBN IN PRP VBZ RB IN DT NN IN NN .	sing	2	8	0	0
a large number of editors arguing against policy does not a consensus make .	DT JJ NN IN NNS VBG IN NN VBZ RB DT NN NN .	sing	2	8	1	1
a large part of foreign currency earnings also comes from the remittances sent by expatriates living in other countries .	DT JJ NN IN JJ NN NNS RB VBZ IN DT NNS VBN IN NNS VBG IN JJ NNS .	sing	2	8	1	1
a large part of the other sourced material is quotes .	DT JJ NN IN DT JJ JJ NN VBZ NNS .	sing	2	8	1	0
a large percentage of the united states population lacks scientific literacy , not adequately understanding scientific principles and methodology .	DT JJ NN IN DT NNP NNPS NN VBZ JJ NN , RB RB VBG JJ NNS CC NN .	sing	2	8	2	1
a large portion of the local tuna fishery goes to <unk> to be sold for <unk> .	DT JJ NN IN DT JJ NN NN VBZ IN NNP TO VB VBN IN NN .	sing	2	8	2	0
a larger selection of sports and ethnic programming is also available to <unk> subscribers .	DT JJR NN IN NNS CC JJ NN VBZ RB JJ IN JJ NNS .	sing	2	8	1	1
a large-scale test of smart vehicle data sharing begins in <unk> <unk> , <unk> .	DT JJ NN IN JJ NN NNS VBG VBZ IN NNP NNP , NNP .	sing	2	8	1	1
a large sign in front of the factory tells visitors to go to <unk> 's chocolate world for the <unk> tour .	DT JJ NN IN NN IN DT NN VBZ NNS TO VB IN NNP POS NNP NNP IN DT JJ NN .	sing	2	8	2	0
a large site with a high page count is also generally more vulnerable to the supplemental index than a small site because inbound <unk> divided among several hundred thousand pages tend to be lower than that divided up among only a few dozen pages .	DT JJ NN IN DT JJ NN NN VBZ RB RB RBR JJ IN DT JJ NN IN DT JJ NN IN JJ NNS VBD IN JJ CD CD NNS VBP TO VB JJR IN DT VBD RP IN RB DT JJ NN NNS .	sing	2	8	2	0
a large source of income from abroad also comes from the issue of south <unk> and the south sandwich islands postage stamps which are produced in the <unk> .	DT JJ NN IN NN IN RB RB VBZ IN DT NN IN NNP NNP CC DT NNP NNP NNP NN NNS WDT VBP VBN IN DT NNP .	sing	2	8	1	0
a laser with an elliptical beam profile has a wider cut along one direction than along the other .	DT NN IN DT JJ NN NN VBZ DT JJR NN IN CD NN IN IN DT JJ .	sing	1	7	2	0
a lateral branch from the main plant axis bears the female shoot <unk> at its <unk> .	DT JJ NN IN DT JJ NN NN VBZ DT JJ NN NN IN PRP$ NN .	sing	2	8	2	0
a launch date for the new radio station has yet to be announced .	DT NN NN IN DT JJ NN NN VBZ RB TO VB VBN .	sing	2	8	2	0
a launch pad to success , the winner gets a 12 month open title shot , valid until the end of the following <unk> event .	DT NN NN IN NN , DT NN VBZ DT CD NN JJ NN NN , JJ IN DT NN IN DT VBG NNP NNP .	sing	2	8	2	0
a law review ( or law journal ) is a scholarly journal focusing on legal issues , normally published by an organization of students at a law school or through a bar association .	DT NN NN ( CC NN NN ) VBZ DT JJ NN VBG IN JJ NNS , RB VBN IN DT NN IN NNS IN DT NN NN CC IN DT NN NN .	sing	2	8	2	0
a leading supporter of keeping the railroad operational is <unk> state representative <unk> cook of <unk> .	DT VBG NN IN VBG DT NN JJ VBZ NNP NNP NNP NNP NNP IN NNP .	sing	2	8	1	0
a leak from inside the police camp leads the terrorist to oust <unk> as a spy but before they could torture him and get the information of the second spy , he commits suicide .	DT NN IN IN DT NN NN VBZ DT NN TO VB NNP IN DT NN CC IN PRP MD VB PRP CC VB DT NN IN DT JJ NN , PRP VBZ NN .	sing	1	7	2	0
a left turn from southbound rock creek parkway provides access to beach drive from local roads .	DT NN NN IN NN NNP NNP NNP VBZ NN IN NNP NNP IN JJ NNS .	sing	2	8	4	0
a legal monopoly , statutory monopoly , or de jure monopoly is a monopoly that is protected by law from competition .	DT JJ NN , JJ NN , CC FW NN NN VBZ DT NN WDT VBZ VBN IN NN IN NN .	sing	5	11	2	0
a legend , in two versions , applies to the <unk> <unk> ' ( stuck , or closed , gates ) , formerly the main entrance of <unk> house .	DT NN , IN CD NNS , VBZ IN DT NNP NNP POS ( NN , CC VBD , NNS ) , RB DT JJ NN IN NNP NNP .	sing	1	7	0	1
a legislative body or corporate board of directors is similarly not bound by past decisions except insofar as individuals knowingly allow themselves to bound and to the extent that previous practice may weigh with individual voters .	DT JJ NN CC JJ NN IN NNS VBZ RB RB VBN IN JJ NNS IN NN IN NNS RB VBP PRP TO VB CC IN DT NN IN JJ NN MD VB IN JJ NNS .	sing	2	8	1	1
a lens count of 18 lenses per file is unusually high ( twice that of closely related genus ) and accounts for the height of the eye , as opposed to a noticeable increase in the size of the individual lenses .	DT NN NN IN CD NNS IN NN VBZ RB JJ ( RB IN IN RB JJ NN ) CC VBZ IN DT NN IN DT NN , IN VBN IN DT JJ NN IN DT NN IN DT JJ NNS .	sing	2	8	1	1
a less common belief is that fish are not subject to <unk> <unk> <unk> <unk> ( <unk> evil eye <unk> ) because they are submerged while alive , so that a dish prepared from several fish varieties brings good luck .	DT RBR JJ NN VBZ IN NN VBP RB JJ IN `` VB NN '' ( `` JJ NN '' ) IN PRP VBP VBN IN JJ , RB IN DT NN VBN IN JJ NN NNS VBZ JJ NN .	sing	31	37	1	1
a less laborious way of achieving the same result is by using the generalized binomial theorem .	DT RBR JJ NN IN VBG DT JJ NN VBZ IN VBG DT JJ JJ NN .	sing	3	9	1	0
a lesson from this type of situation is to be smarter about the true test validity of instruments like surveys .	DT NN IN DT NN IN NN VBZ TO VB JJ IN DT JJ NN NN IN NNS IN NNS .	sing	1	7	2	0
a levee , completed in 1995 , protects the city from further flooding .	DT NN , VBN IN CD , VBZ DT NN IN JJ NN .	sing	1	7	0	0
<unk> <unk> icon located on the confessional table contains relics of <unk> <unk> inside .	NNP NNP NN VBN IN DT JJ NN VBZ NNS IN NNP NNP RB .	sing	2	8	1	0
<unk> rank of 73 in the us is a strong indicator of notability .	NNP NN IN CD IN DT NNP VBZ DT JJ NN IN NN .	sing	1	7	1	0
<unk> , having spent all of his money on shopping goods , has n't had anything to eat or drink for over a week and the toll it takes on his body starts to show , as he both <unk> and <unk> blood .	NNP , VBG VBN DT IN PRP$ NN IN NN NNS , VBZ RB VBD NN TO VB CC VB IN IN DT NN CC DT NN PRP VBZ IN PRP$ NN VBZ TO VB , IN PRP DT NNS CC NNS NN .	sing	26	32	1	0
<unk> <unk> wrote , <unk> half of the girls aloud phenomenon is about these ladies <unk> forms <unk> , so i 'm <unk> content <unk> to merge this piece of media into its <unk> and <unk> <unk> video .	NNP NNP VBD , `` NN IN DT NNP NNP NN VBZ IN DT NNS `` NNS '' , IN PRP VBP `` NN '' TO VB DT NN IN NNS IN PRP$ JJ CC JJ JJ NN .	sing	5	11	3	0
a <unk> search over the previous two years gives 40 hits .	DT NNP NN IN DT JJ CD NNS VBZ CD NNS .	sing	2	8	0	1
<unk> wave , if the magnetic pressure is higher than the plasma pressure ) .	NNP NN , IN DT JJ NN VBZ JJR IN DT NN NN ) .	sing	1	7	1	0
alignment of collaborating organizations ' cultures is a significant and often overlooked element of <unk> .	NN IN VBG NNS POS NNS VBZ DT JJ CC RB VBD NN IN NN .	sing	0	6	0	2
a likely candidate for what you really want is the <unk> of a signal .	DT JJ NN IN WP PRP RB VBP VBZ DT NN IN DT NN .	sing	2	8	0	0
a line of text on the map says it was made by the <unk> cartographer and sailor <unk> de la <unk> in 1500 in the <unk> port city of <unk> de <unk> <unk> .	DT NN IN NN IN DT NN VBZ PRP VBD VBN IN DT NNP NN CC NN NNP NNP NNP NNP IN CD IN DT JJ NN NN IN NNP NNP NNP NNP .	sing	1	7	2	0
a link to the channel page would be less egregious , but a full page on all the videos available is certainly too much .	DT NN IN DT NN NN MD VB RBR JJ , CC DT JJ NN IN PDT DT NNS JJ VBZ RB RB JJ .	sing	14	20	0	1
a liquid drop model study on the element 's isotopes shows similar results ; importantly , beta decay has not been taken in account .	DT JJ NN NN NN IN DT NN POS NNS VBZ JJ NNS : RB , JJ NN VBZ RB VBN VBN IN NN .	sing	4	10	1	1
a listing by power levels in watts is available that includes a variety of examples not necessarily related to electrical or optical power .	DT NN IN NN NNS IN NN VBZ JJ IN VBZ DT NN IN NNS RB RB VBN IN JJ CC JJ NN .	sing	1	7	2	1
a listing of adaptations of the work is encyclopedic .	DT NN IN NNS IN DT NN VBZ JJ .	sing	1	7	1	1
a list of 5 or 6 links is not <unk> .	DT NN IN CD CC CD NNS VBZ RB JJ .	sing	1	7	0	1
a list of all the state codes is available from the society of <unk> and well log analysts [ 5 ] .	DT NN IN PDT DT NN NNS VBZ JJ IN DT NNP IN NNPS CC NNP NNP NNS VBP CD NNS .	sing	1	7	1	1
a list of links to related articles is an excellent sort of navigation list .	DT NN IN NNS IN JJ NNS VBZ DT JJ NN IN NN NN .	sing	1	7	0	2
a list of some of his works includes an altar of <unk> .	DT NN IN DT IN PRP$ NNS VBZ DT NN IN NNP .	sing	1	7	0	1
a list of us death row inmates is in itself notable , as reliable third parties have written books , <unk> , etc .	DT NN IN NNP NN NN NNS VBZ IN PRP JJ , IN JJ JJ NNS VBP VBN NNS , NNS , FW .	sing	1	7	3	1
a list of virgins in religious mythology is verifiable by citing analyses of the mythology ; and such virgins are not living people .	DT NN IN NNS IN JJ NN VBZ JJ IN VBG NNS IN DT NN : CC JJ NNS VBP RB VBG NNS .	sing	1	7	1	1
a list or association of notable people is just that , not automatically a notable list or association itself .	DT NN CC NN IN JJ NNS VBZ RB RB , RB RB DT JJ NN CC NN PRP .	sing	1	7	1	1
a list ( or category , or both ) of notable drive-in theatres might be appropriate , but a list of links to drive-in theatres is most <unk> not .	DT NN ( CC NN , CC DT ) IN JJ JJ NNS MD VB JJ , CC DT NN IN NNS IN JJ NNS VBZ RBS RB RB .	sing	19	25	0	2
a list solely of future events inherently does not .	DT NN RB IN JJ NNS RB VBZ RB .	sing	1	7	0	1
a list ( versus a category ) has an advantage in that it can be annotated and structured .	DT NN ( IN DT NN ) VBZ DT NN IN IN PRP MD VB VBN CC VBN .	sing	1	7	1	0
a literal translation of the dessert 's name is <unk> <unk> ( from <unk> ) woman 's <unk> <unk> .	DT JJ NN IN DT NN POS NN VBZ `` JJ ( IN NNP ) NNP POS NNP '' .	sing	2	8	2	0
a little bit of research on the web is normally enough to write a stub .	DT JJ NN IN NN IN DT NN VBZ RB RB TO VB DT NN .	sing	2	8	2	0
a live album recorded on their 2006 tour is available only at concerts and on the band 's website .	DT JJ NN VBN IN PRP$ CD NN VBZ JJ RB IN NNS CC IN DT NN POS NN .	sing	2	8	1	0
all else being equal , an article in a large national magazine is a stronger indication of notability than the same article in a tiny neighborhood newspaper .	DT RB VBG JJ , DT NN IN DT JJ JJ NN VBZ DT JJR NN IN NN IN DT JJ NN IN DT JJ NN NN .	sing	6	12	1	0
<unk> notes that the everyday interaction portrayed in them more likely indicates two living people .	NNP NNS IN DT JJ NN VBN IN PRP RBR JJ VBZ CD VBG NNS .	sing	5	11	0	0
alligator <unk> are used for cutting <unk> metal stock or scrap , generally where accuracy is not an important consideration , and the size or shape of the material makes other cutting or shearing options <unk> often the only other cutting option is cutting with a torch .	NN NNS VBP VBN IN VBG JJ NN NN CC NN , RB WRB NN VBZ RB DT JJ NN , CC DT NN CC NN IN DT NN VBZ JJ VBG CC VBG NNS JJ RB DT JJ JJ VBG NN VBZ VBG IN DT NN .	sing	23	29	2	0
all information that brain has and generates is meaningless stream of impulses .	DT NN IN NN VBZ CC VBZ VBZ JJ NN IN NNS .	sing	1	7	1	0
all information that needs to be merged is already on the list of <unk> phantom villains and ghosts article .	DT NN WDT VBZ TO VB VBN VBZ RB IN DT NNP IN NNP NNP NNS CC NNS NN .	sing	1	7	0	0
all input and output to the program is in the form of text files .	DT NN CC NN IN DT NN VBZ IN DT NN IN NN NNS .	sing	1	7	2	0
all justification in pursuit of certain knowledge has also to justify the means of justification and therefore there can be no end .	DT NN IN NN IN JJ NN VBZ RB TO VB DT NNS IN NN CC RB EX MD VB DT NN .	sing	1	7	2	0
all my children and one life to live on <unk> and <unk> , the future of web based television series looks brighter and brighter .	DT PRP$ NNP CC CD NN TO VB IN NNP CC NNS , DT NN IN NN VBN NN NN VBZ JJ CC NN .	sing	14	20	3	0
all of the editors participating in the debate oppose this , but the current article , as currently titled , seems clearly not <unk> to me , and definitely misleading to the readers , who have no idea about these <unk> behind the scenes <unk> restrictions on content .	DT IN DT NNS VBG IN DT NN VBP DT , CC DT JJ NN , IN RB VBN , VBZ RB NNP NNP IN PRP , CC RB JJ IN DT NNS , WP VBP DT NN IN DT `` IN DT NNS '' NNS IN NN .	sing	14	20	0	0
all of the <unk> people were working in a hospital , and the one thing they were trying to do is teach this little baby to push a button .	DT IN DT JJ NNS VBD VBG IN DT NN , CC DT CD NN PRP VBD VBG TO VB VBZ VB DT JJ NN TO VB DT NN .	sing	14	20	0	0
all one can say , a part from when it started , is how it works , and that is outlined at the top of this page .	DT PRP MD VB , DT NN IN WRB PRP VBD , VBZ WRB PRP VBZ , CC DT VBZ VBN IN DT NN IN DT NN .	sing	6	12	0	0
all other staff report to the town manager who manages that day to day operations .	DT JJ NN NN IN DT NNP NNP WP VBZ DT NN IN NN NNS .	sing	3	9	2	0
allowing fan response by directly sourcing self-published forums opens too many doors for gaming the system and can become original research .	VBG NN NN IN RB VBG JJ NNS VBZ RB JJ NNS IN VBG DT NN CC MD VB JJ NN .	sing	2	8	0	1
all produce <unk> <unk> current , but the speed and duration of the current is different for each type .	DT VBP JJ JJ JJ , CC DT NN CC NN IN DT JJ VBZ JJ IN DT NN .	sing	8	14	1	0
all students vote for a candidate , and the term of office for each president is one school year .	DT NNS VBP IN DT NN , CC DT NN IN NN IN DT NN VBZ CD NN NN .	sing	9	15	2	0
